STATE,CONGRESSIONAL DISTRICT,NAME,ADDRESS,CITY,STATE,ZIP CODE
Florida,24th,Frederica Wilson (D),2080 Rayburn House Office Building,Washington,DC,20515
Florida,25th,Debbie Wasserman Schultz (D),270 Cannon House Office Building,Washington,DC,20515
Florida,26th,Mario Díaz-Balart (R),374 Cannon House Office Building,Washington,DC,20515
Florida,27th,María Elvira Salazar (R),2162 Rayburn House Office Building,Washington,DC,20515
Florida,28th,Carlos Giménez (R),448 Cannon House Office Building,Washington,DC,20515
Georgia,1st,Buddy Carter (R),2432 Rayburn House Office Building,Washington,DC,20515
Georgia,2nd,Sanford Bishop (D),2407 Rayburn House Office Building,Washington,DC,20515
Georgia,3rd,Brian Jack (R),1320 Longworth House Office Building,Washington,DC,20515
Georgia,4th,Hank Johnson (D),2240 Rayburn House Office Building,Washington,DC,20515
Georgia,5th,Nikema Williams (D),1406 Longworth House Office Building,Washington,DC,20515
Georgia,6th,Lucy McBath (D),2246 Rayburn House Office Building,Washington,DC,20515
Georgia,7th,Richard McCormick (R),1719 Longworth House Office Building,Washington,DC,20515
Georgia,8th,Austin Scott (R),2185 Rayburn House Office Building,Washington,DC,20515
Georgia,9th,Andrew Clyde (R),445 Cannon House Office Building,Washington,DC,20515
Georgia,10th,Mike Collins (R),2351 Rayburn House Office Building,Washington,DC,20515
Georgia,11th,Barry Loudermilk(R),2133 Rayburn House Office Building,Washington,DC,20515
Georgia,12th,Rick Allen (R),462 Cannon House Office Building,Washington,DC,20515
Georgia,13th,David Scott (R),468 Cannon House Office Building,Washington,DC,20515
Georgia,14th,Marjorie Taylor Greene (R),2201 Rayburn House Office Building,Washington,DC,20515
Guam,Delegate,James Moylan (R),228 Cannon House Office Building,Washington,DC,20515
Hawaii,1st,Ed Case (D),2210 Rayburn House Office Building,Washington,DC,20515
Hawaii,2nd ,Jill Tokuda (D),1027 Longworth House Office Building,Washington,DC,20515
Idaho,1st,Russ Fulcher (R),1514 Longworth House Office Building,Washington,DC,20515
Idaho,2nd,Mike Simpson (R),2084 Rayburn House Office Building,Washington,DC,20515
Illinois,1st,Jonathan Jackson (D),1623 Longworth House Office Building,Washington,DC,20515
Illinois,2nd,Robin Kelly (D),2329 Rayburn House Office Building,Washington,DC,20515
Illinois,3rd,Delia Ramirez (D),1523 Longworth House Office Building,Washington,DC,20515
Illinois,4th,Jesús “Chuy” García (D),2334 Rayburn House Office Building,Washington,DC,20515
Illinois,5th,Mike Quigley (D),2083 Rayburn House Office Building,Washington,DC,20515
Illinois,6th,Sean Casten (D),2440 Rayburn House Office Building ,Washington,DC,20515
Illinois,7th,Danny Davis (D),2159 Rayburn House Office Building,Washington,DC,20515
Illinois,8th,Raja Krishnamoorthi (D),2367 Rayburn House Office Building,Washington,DC,20515
Illinois,9th,Jan Schakowsky (D),2408 Rayburn House Office Building,Washington,DC,20515
Illinois,10th,Brad Schneider (D),300 Cannon House Office Building,Washington,DC,20515
Illinois,11th,Bill Foster (D),2366 Rayburn House Office Building,Washington,DC,20515
Illinois,12th,Mike Bost (R),352 Cannon House Office Building,Washington,DC,20515
Illinois,13th,Nikki Budzinski (D),1717 Longworth House Office Building,Washington,DC,20515
Illinois,14th,Lauren Underwood (D),2228 Rayburn House Office Building,Washington,DC,20515
Illinois,15th,Mary Miller (R),1740 Longworth House Office Building,Washington,DC,20515
Illinois,16th,Darin LaHood (R),503 Cannon House Office Building,Washington,DC,20515
Illinois,17th,Eric Sorensen (D),1314 Longworth House Office Building,Washington,DC,20515
Indiana,1st,Frank Mrvan (D),2441 Rayburn House Office Building,Washington,DC,20515
Indiana,2nd,Rudy Yakym (R),349 Cannon House Office Building,Washington,DC,20515
Indiana,3rd,Marlin Stutzman (R),404 Cannon House Office Building,Washington,DC,20515
Indiana,4th,Jim Baird (R),2303 Rayburn House Office Building,Washington,DC,20515
Indiana,5th,Victoria Spartz (R),1609 Longworth House Office Building,Washington,DC,20515
Indiana,6th,Jefferson Shreve,224 Cannon House Office Building,Washington,DC,20515
Indiana,7th,André Carson (D),2135 Rayburn House Office Building,Washington,DC,20515
Indiana,8th,Mark Messmer (R),1208 Longworth House Office Building,Washington,DC,20515
Indiana,9th,Erin Houchin (R),342 Cannon House Office Building,Washington,DC,20515
Iowa,1st,Mariannette Miller-Meeks (R),504 Cannon House Office Building,Washington,DC,20515
Iowa,2nd,Ashley Hinson (R),2458 Rayburn House Office Building,Washington,DC,20515
Iowa,3rd,Zach Nunn (R),1410 Longworth House Office Building,Washington,DC,20515
Iowa,4th,Randy Feenstra (R),2434 Rayburn House Office Building,Washington,DC,20515
Kansas,1st,Tracey Mann (R),344 Cannon House Office Building,Washington,DC,20515
Kansas,2nd,Derek Schmidt (R),1223 Longworth House Office Building,Washington,DC,20515
Kansas,3rd,Sharice Davids (D),2435 Rayburn House Office Building,Washington,DC,20515
Kansas,4th,Ron Estes (R),2234 Rayburn House Office Building,Washington,DC,20515
Kentucky,1st,James Comer (R),2410 Rayburn House Office Building,Washington,DC,20515
Kentucky,2nd,Brett Guthrie (R),2161 Rayburn House Office Building,Washington,DC,20515
Kentucky,3rd,Morgan McGarvey (D),1527 Longworth House Office Building,Washington,DC,20515
Kentucky,4th,Thomas Massie (R),2371 Rayburn House Office Building,Washington,DC,20515
Kentucky,5th,Hal Rogers (R),2406 Rayburn House Office Building,Washington,DC,20515
Kentucky,6th,Andy Barr (R),2430 Rayburn House Office Building,Washington,DC,20515
Louisiana,1st,Steve Scalise (R),266 Cannon House Office Building,Washington,DC,20515
Louisiana,2nd,Troy Carter (D),442 Cannon House Office Building,Washington,DC,20515
Louisiana,3rd,Clay Higgins (R),572 Cannon House Office Building,Washington,DC,20515
Louisiana,4th,Mike Johnson (R),568 Cannon House Office Building,Washington,DC,20515
Louisiana,5th,Julia Letlow (R),142 Cannon House Office Building,Washington,DC,20515
Louisiana,6th,Cleo Fields (D),2248 Rayburn House Office Building,Washington,DC,20515
Maine,1st,Chellie Pingree (D),2354 Rayburn House Office Building,Washington,DC,20515
Maine,2nd,Jared Golden (D),1107 Longworth House Office Building,Washington,DC,20515
Maryland,1st,Andy Harris (R),1536 Longworth House Office Building,Washington,DC,20515
Maryland,2nd,Johnny Olszewski (D),1339 Longworth House Office Building,Washington,DC,20515
Maryland,3rd,Sarah Elfreth (D),1213 Longworth House Office Building,Washington,DC,20515
Maryland,4th,Glenn Ivey (D),1610 Longworth House Office Building,Washington,DC,20515
Maryland,5th,Steny Hoyer (D),1705 Longworth House Office Building,Washington,DC,20515
Maryland,6th,April McClain Delaney,1130 Longworth House Office Building,Washington,DC,20515
Maryland,7th,Kweisi Mfume (D),2263  Rayburn House Office Building,Washington,DC,20515
Maryland,8th,Jamie Raskin (D),2242 Rayburn House Office Building,Washington,DC,20515
Massachusetts,1st,Richard Neal (D),372Cannon House Office Building,Washington,DC,20515
Massachusetts,2nd,Jim McGovern (D),370 Cannon House Office Building ,Washington,DC,20515
Massachusetts,3rd,Lori Trahan (D),2333 Rayburn House Office Building,Washington,DC,20515
Massachusetts,4th,Jake Auchincloss (D),1524 Longworth House Office Building,Washington,DC,20515
Massachusetts,5th,Katherine Clark (D),2368 Rayburn House Office Building,Washington,DC,20515
Massachusetts,6th,Seth Moulton (D),1126 Longworth House Office Building,Washington,DC,20515
Massachusetts,7th,Ayanna Pressley (D),402 Cannon House Office Building,Washington,DC,20515
Massachusetts,8th,Stephen Lynch (D),2109 Rayburn House Office Building,Washington,DC,20515
Massachusetts,9th,Bill Keating (D),2372 Rayburn House Office Building,Washington,DC,20515
Michigan,1st,Jack Bergman (R),566 Cannon House Office Building,Washington,DC,20515
Michigan,2nd,John Moolenaar (R),246 Cannon House Office Building,Washington,DC,20515
Michigan,3rd,Hillary Scholten (D),1317 Longworth House Office Building,Washington,DC,20515
Michigan,4th,Bill Huizenga (R),2232 Rayburn House Office Building,Washington,DC,20515
Michigan,5th,Tim Walberg (R),2266 Rayburn House Office Building,Washington,DC,20515
Michigan,6th,Debbie Dingell (D),102 Cannon House Office Building,Washington,DC,20515
Michigan,7th,Tom Barrett,1232 Longworth House Office Building,Washington,DC,20515
Michigan,8th,Kristen McDonald Rivet,1408 Longworth House Office Building,Washington,DC,20515
Michigan,9th,Lisa McClain (R),562 Cannon House Office Building,Washington,DC,20515
Michigan,10th,John James (R),1519 Longworth House Office Building,Washington,DC,20515
Michigan,11th,Haley Stevens (D),2411 Rayburn House Office Building,Washington,DC,20515
Michigan,12th,Rashida Tlaib (D),2438 Rayburn House Office Building,Washington,DC,20515
Michigan,13th,Shri Thanedar (D),154 Cannon House Office Building,Washington,DC,20515
Minnesota,1st,Brad Finstad (R),2418 Rayburn House Office Building ,Washington,DC,20515
Minnesota,2nd,Angie Craig (D),2052 Rayburn House Office Building,Washington,DC,20515
Minnesota,3rd,Kelly Morrison (D),1205 Longworth House Office Building,Washington,DC,20515
Minnesota,4th,Betty McCollum (D),2426 Rayburn House Office Building,Washington,DC,20515
Minnesota,5th,Ilhan Omar (D),1730 Longworth House Office Building,Washington,DC,20515
Minnesota,6th,Tom Emmer (R),326 Cannon House Office Building,Washington,DC,20515
Minnesota,7th,Michelle Fischbach (R),2229 Rayburn House Office Building,Washington,DC,20515
Minnesota,8th,Pete Stauber (R),145 Cannon House Office Building,Washington,DC,20515
Mississippi,1st,Trent Kelly (R),2243 Rayburn House Office Building,Washington,DC,20515
Mississippi,2nd,Bennie Thompson (D),2466 Rayburn House Office Building,Washington,DC,20515
Mississippi,3rd,Michael Guest (R),450 Cannon House Office Building,Washington,DC,20515
Mississippi,4th,Mike Ezell (R),443 Cannon House Office Building,Washington,DC,20515
Missouri,1st,Wesley Bell (D),1429 Longworth House Office Building,Washington,DC,20515
Missouri,2nd,Ann Wagner (R),2350 Rayburn House Office Building,Washington,DC,20515
Missouri,3rd,Robert Onder (R),1113 Longworth House Office Building,Washington,DC,20515
Missouri,4th,Mark Alford (R),328 Cannon House Office Building,Washington,DC,20515
Missouri,5th,Emanuel Cleaver (D),2217 Rayburn House Office Building,Washington,DC,20515
Missouri,6th,Sam Graves (R),1135 Longworth House Office Building,Washington,DC,20515
Missouri,7th,Eric Burlison (R),1108 Longworth House Office Building,Washington,DC,20515
Missouri,8th,Jason Smith (R),1011 Longworth House Office Building,Washington,DC,20515
Montana,1st,Ryan Zinke (R),512 Cannon House Office Building,Washington,DC,20515
Montana,2nd,Troy Downing (R),1529 Longworth House Office Building,Washington,DC,20515
Nebraska,1st,Mike Flood (R),343 Cannon House Office Building,Washington,DC,20515
Nebraska,2nd,Don Bacon (R),2104 Rayburn House Office Building,Washington,DC,20515
Nebraska,3rd,Adrian Smith (R),502 Cannon House Office Building,Washington,DC,20515
Nevada,1st,Dina Titus (D),2370 Rayburn House Office Building,Washington,DC,20515
Nevada,2nd,Mark Amodei (R),104 Cannon House Office Building,Washington,DC,20515
Nevada,3rd,Susie Lee (D),365 Cannon House Office Building,Washington,DC,20515
Nevada,4th,Steven Horsford (D),406 Cannon House Office Building,Washington,DC,20515
New Hampshire,1st,Chris Pappas (D),452 Cannon House Office Building,Washington,DC,20515
New Hampshire,2nd,Maggie Goodlander (D),223 Cannon House Office Building,Washington,DC,20515
New Jersey,1st,Donald Norcross (D),2427 Rayburn House Office Building,Washington,DC,20515
New Jersey,2nd,Jeff Van Drew (R),2447 Rayburn House Office Building,Washington,DC,20515
New Jersey,3rd,Herbert Conaway (R),1022 Longworth House Office Building,Washington,DC,20515
New Jersey,4th,Chris Smith (R),2373 Rayburn House Office Building,Washington,DC,20515
New Jersey,5th,Josh Gottheimer (D),106 Cannon House Office Building,Washington,DC,20515
New Jersey,6th,Frank Pallone (D),2107 Rayburn House Office Building,Washington,DC,20515
New Jersey,7th,Tom Kean Jr. (R),251 Cannon House Office Building,Washington,DC,20515
New Jersey,8th,Rob Menendez (D),2453 Rayburn House Office Building,Washington,DC,20515
New Jersey,9th,Nellie Pou (D) ,1007 Longworth House Office Building,Washington,DC,20515
New Jersey,10th,LaMonica McIver (D),426 Cannon House Office Building,Washington,DC,20515
New Jersey,11th,Mikie Sherrill (D),1427 Longworth House Office Building,Washington,DC,20515
New Jersey,12th,Bonnie Watson Coleman (D),168 Cannon House Office Building,Washington,DC,20515
New Mexico,1st,Melanie Stansbury (D),1421 Longworth House Office Building,Washington,DC,20515
New Mexico,2nd,Gabe Vasquez (D),322 Cannon House Office Building,Washington,DC,20515
New Mexico,3rd,Teresa Leger Fernández (D),2417 Rayburn House Office Building,Washington,DC,20515
New York,1st,Nick LaLota (R),122 Cannon House Office Building,Washington,DC,20515
New York,2nd,Andrew Garbarino (R),2344  Rayburn House Office Building,Washington,DC,20515
New York,3rd,Tom Suozzi (D),203 Cannon House Office Building ,Washington,DC,20515
New York,4th,Laura Gillen (D),428 Cannon House Office Building,Washington,DC,20515
New York,5th,Gregory Meeks (D),2310 Rayburn House Office Building,Washington,DC,20515
New York,6th,Grace Meng (D),2468 Rayburn House Office Building,Washington,DC,20515
New York,7th,Nydia Velázquez (D),2302 Rayburn House Office Building,Washington,DC,20515
New York,8th,Hakeem Jeffries (D),2267 Rayburn House Office Building,Washington,DC,20515
New York,9th,Yvette Clarke (D),2058 Rayburn House Office Building,Washington,DC,20515
New York,10th,Daniel Goldman (D),245 Cannon House Office Building,Washington,DC,20515
New York,11th,Nicole Malliotakis (R),1124 Longworth House Office Building,Washington,DC,20515
New York,12th,Jerrold Nadler (D),2132 Rayburn House Office Building,Washington,DC,20515
New York,13th,Adriano Espaillat (D),2332 Rayburn House Office Building,Washington,DC,20515
New York,14th,Alexandria Ocasio-Cortez (D),250 Cannon House Office Building,Washington,DC,20515
New York,15th,Ritchie Torres (D),1014 Longworth House Office Building,Washington,DC,20515
New York,16th,Goerge Latimer (D),1507 Longworth House Office Building,Washington,DC,20515
New York,17th,Mike Lawler (R),324 Cannon House Office Building,Washington,DC,20515
New York,18th,Pat Ryan (D),1708 Longworth House Office Building,Washington,DC,20515
New York,19th,Josh Riley (D),128 Cannon House Office Building,Washington,DC,20515
New York,20th,Paul Tonko (D),2269 Rayburn House Office Building,Washington,DC,20515
New York,21st,Elise Stefanik (R),2211 Rayburn House Office Building,Washington,DC,20515
New York,22nd,John Mannion (D),1516 Longworth House Office Building,Washington,DC,20515
New York,23rd,Nick Langworthy (R),422 Cannon House Office Building,Washington,DC,20515
New York,24th,Claudia Tenney (R),2230 Rayburn House Office Building,Washington,DC,20515
New York,25th,Joseph Morelle (D),570 Cannon House Office Building,Washington,DC,20515
New York,26th,Timothy Kennedy (D),423 Cannon House Office Building,Washington,DC,20515
North Carolina,1st,Don Davis (D),1123 Longworth House Office Building,Washington,DC,20515
North Carolina,2nd,Deborah Ross (D),1221 Longworth House Office Building,Washington,DC,20515
North Carolina,3rd,Greg Murphy (R),407 Cannon House Office Building,Washington,DC,20515
North Carolina,4th,Valerie Foushee (D),2452 Rayburn House Office Building,Washington,DC,20515
North Carolina,5th,Virginia Foxx (R),2462 Rayburn House Office Building,Washington,DC,20515
North Carolina,6th,Addisin McDowell,1032 Longworth House Office Building,Washington,DC,20515
North Carolina,7th,David Rouzer (R),2333 Rayburn House Office Building,Washington,DC,20515
North Carolina,8th,Mark Harris (R),126 Cannon House Office Building,Washington,DC,20515
North Carolina,9th,Richard Hudson (R),2112 Rayburn House Office Building,Washington,DC,20515
North Carolina,10th,Patrick Harrigan (R),1233 Longworth House Office Building,Washington,DC,20515
North Carolina,11th,Chuck Edwards (R),1505 Longworth House Office Building,Washington,DC,20515
North Carolina,12th,Alma Adams (D),2436 Rayburn House Office Building,Washington,DC,20515
North Carolina,13th,Brad Knot (R),1238 Longworth House Office Building,Washington,DC,20515
North Carolina,14th,Tim Moore (R),1424 Longworth House Office Building,Washington,DC,20515
North Dakota,1st,Julie Fedorchak (R),1607  Longworth House Office Building,Washington,DC,20515
Northern Mariana Islands,Delegate,Gregorio Sablan (D),425 Cannon House Office Building,Washington,DC,20515
Ohio,1st,Greg Landsman (D),2244 Rayburn House Office Building,Washington,DC,20515
Ohio,2nd,Taylor David (R),325 Cannon House Office Building,Washington,DC,20515
Ohio,3rd,Joyce Beatty,2079 Rayburn House Office Building,Washington,DC,20515
Ohio,4th,Jim Jordan (R),2056 Rayburn House Office Building,Washington,DC,20515
Ohio,5th,Bob Latta (R),2470 Rayburn House Office Building,Washington,DC,20515
Ohio,6th,Micheal Rulli (R),421 Cannon House Office Building,Washington,DC,20515
Ohio,7th,Max Miller (R),143 Cannon House Office Building,Washington,DC,20515
Ohio,8th,Warren Davidson (R),2113  Rayburn House Office Building,Washington,DC,20515
Ohio,9th,Marcy Kaptur (D),2314 Rayburn House Office Building,Washington,DC,20515
Ohio,10th,Mike Turner (R),2183 Rayburn House Office Building,Washington,DC,20515
Ohio,11th,Shontel Brown (D),2455 Rayburn House Office Building,Washington,DC,20515
Ohio,12th,Troy Balderson (R),2429 Rayburn House Office Building,Washington,DC,20515
Ohio,13th,Emilia Sykes (D),1217 Longworth House Office Building,Washington,DC,20515
Ohio,14th,Dave Joyce (R),2065 Rayburn House Office Building,Washington,DC,20515
Ohio,15th,Mike Carey (R),1433 Longworth House Office Building,Washington,DC,20515
Oklahoma,1st,Kevin Hern (R),171 Cannon House Office Building,Washington,DC,20515
Oklahoma,2nd,Josh Brecheen (R),351 Cannon House Office Building,Washington,DC,20515
Oklahoma,3rd,Frank Lucas (R),2405 Rayburn House Office Building,Washington,DC,20515
Oklahoma,4th,Tom Cole (R),2207 Rayburn House Office Building,Washington,DC,20515
Oklahoma,5th,Stephanie Bice (R),2402 Rayburn House Office Building,Washington,DC,20515
Oregon,1st,Suzanne Bonamici (D),2231 Rayburn House Office Building,Washington,DC,20515
Oregon,2nd,Cliff Bentz (R),406 Cannon House Office Building,Washington,DC,20515
Oregon,3rd,Maxine Dexter (D),1207 Longworth House Office Building,Washington,DC,20515
Oregon,4th,Val Hoyle (D),1620 Longworth House Office Building,Washington,DC,20515
Oregon,5th,Janelle Bynum (D),15089 Longworth House Office Building,Washington,DC,20515
Oregon,6th,Andrea Salinas (D),403 Cannon House Office Building,Washington,DC,20515
Pennsylvania,1st,Brian Fitzpatrick (R),271 Cannon House Office Building,Washington,DC,20515
Pennsylvania,2nd,Brendan Boyle (D),1602 Longworth House Office Building,Washington,DC,20515
Pennsylvania,3rd,Dwight Evans (D),1105 Longworth House Office Building,Washington,DC,20515
Pennsylvania,4th,Madeleine Dean (D),150 Cannon House Office Building,Washington,DC,20515
Pennsylvania,5th,Mary Gay Scanlon (D),1214 Longworth House Office Building,Washington,DC,20515
Pennsylvania,6th,Chrissy Houlahan (D),1727 Longworth House Office Building,Washington,DC,20515
Pennsylvania,7th,Ryan Mckenzie (R),121 Cannon House Office Building,Washington,DC,20515
